source_row_uid,election,stat_area_vintage,source_locality_code,source_locality_name,effective_locality_code,effective_locality_name,source_kalpi,ballot_base,eligible_voters,actual_voters,gap_reason_code,resolution_state,classification_confidence,gap_explanation,arcgis_audit_status,arcgis_audit_reason,arcgis_review_decision,arcgis_review_basis,final_assignment_method,final_assignment_source,unresolved_reason
K17:3111,K17,1995,,טירה,2720,טירה,80,8,746,378,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_name_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3112,K17,1995,,טירה,2720,טירה,90,9,746,439,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_name_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3122,K17,1995,,טייבה,2730,טייבה,10,1,660,585,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_name_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3131,K17,1995,,טייבה,2730,טייבה,100,10,565,425,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_name_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3132,K17,1995,,טייבה,2730,טייבה,110,11,633,353,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_name_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3133,K17,1995,,טייבה,2730,טייבה,120,12,540,374,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_name_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3134,K17,1995,,טייבה,2730,טייבה,130,13,575,320,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_name_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3135,K17,1995,,טייבה,2730,טייבה,140,14,649,378,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_name_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3136,K17,1995,,טייבה,2730,טייבה,150,15,662,404,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_name_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3137,K17,1995,,טייבה,2730,טייבה,160,16,634,511,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_name_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3138,K17,1995,,טייבה,2730,טייבה,170,17,603,437,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_name_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3139,K17,1995,,טייבה,2730,טייבה,180,18,645,384,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_name_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3140,K17,1995,,טייבה,2730,טייבה,190,19,664,480,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_name_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3123,K17,1995,,טייבה,2730,טייבה,20,2,636,370,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_name_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3141,K17,1995,,טייבה,2730,טייבה,200,20,671,393,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_name_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K17:3142,K17,1995,,טייבה,2730,טייבה,210,21,647,407,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_name_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
